552,1050
544,915
535,736
527,705
521,613
518,592
509,541
501,497
495,474
484,440
467,403
462,395
455,382
443,360
432,342
426,335
413,317
407,309
390,291
378,283
370,270
357,265
341,259
335,254
321,243
304,236
289,228
274,218
265,215
242,206
226,202
212,201
199,194
