0.199,1248.2595
0.222,1277.581
0.242,1344.6017
0.258,1378.112
0.272,1428.3775
0.285,1411.6223
0.303,1484.9261
0.312,1543.5692
0.338,1637.817
0.367,1755.1031
0.39,1843.0677
0.421,2100.6783
0.438,2251.4747
0.449,2360.3833
0.462,2481.8582
0.489,2946.8139
0.528,4161.5631
